month,year,gov_gov_gold,gov_gov_matcf,gov_gov_matcp,gov_gov_vercf,gov_gov_vercp,gov_ios_gold,gov_ios_matcf,gov_ios_matcp,gov_ios_vercf,gov_ios_vercp,gov_opp_gold,gov_opp_matcf,gov_opp_matcp,gov_opp_vercf,gov_opp_vercp,gov_par_matcp,gov_par_vercf,gov_soc_matcp,gov_soc_vercf,gov_sta_matcp,gov_sta_vercf,gov_usa_gold,gov_usa_matcf,gov_usa_matcp,gov_usa_vercf,gov_usa_vercp,ios_gov_gold,ios_opp_gold,ios_soc_gold,opp_gov_gold,opp_gov_matcp,opp_gov_vercf,opp_gov_vercp,opp_ios_gold,opp_ios_matcp,opp_ios_vercf,opp_ios_vercp,opp_opp_gold,opp_opp_matcp,opp_opp_vercf,opp_opp_vercp,opp_par_gold,opp_par_matcf,opp_par_vercp,opp_soc_gold,opp_soc_matcf,opp_soc_vercp,opp_sta_gold,opp_sta_matcf,opp_sta_vercp,opp_usa_gold,opp_usa_matcp,opp_usa_vercf,opp_usa_vercp,par_opp_gold,par_par_gold,par_sta_gold,par_usa_gold,soc_gov_gold,soc_ios_gold,soc_soc_gold,soc_sta_gold,soc_usa_gold,sta_gov_gold,sta_opp_gold,sta_par_gold,sta_soc_gold,usa_gov_gold
3.0,2005.0,195.0,18.0,6.0,15.0,150.0,3.0,0.0,0.0,0.0,1.0,-49.9,5.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,8.0,9.0,51.8,0.0,1.0,1.0,20.0,8.4,0.0,0.0,-49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,8.0,0.0,81.9,0.0,0.0,8.0,30.6
4.0,2005.0,505.1,12.0,5.0,12.0,197.0,29.2,0.0,0.0,1.0,11.0,-14.7,4.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,5.0,8.0,10.8,0.0,1.0,0.0,3.0,34.3,0.0,0.0,-40.9,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6,0.0,-5.0,0.0,0.0,88.7,0.0,0.0,0.0,9.9
5.0,2005.0,71.8,18.0,4.0,12.0,122.0,-2.6,1.0,0.0,0.0,2.0,-36.6,6.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,-2.1,1.0,0.0,0.0,2.0,4.0,0.0,0.0,17.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,7.4,-4.8,0.0,0.0,103.9,0.0,0.0,0.0,2.8
6.0,2005.0,255.4,10.0,5.0,8.0,131.0,6.0,1.0,0.0,0.0,3.0,-32.2,4.0,2.0,3.0,0.0,2.0,0.0,3.0,1.0,3.0,12.0,34.8,0.0,0.0,0.0,10.0,23.6,0.0,0.0,-12.3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,-5.6,7.0,0.0,233.7,0.0,0.0,7.0,27.4
7.0,2005.0,127.4,21.0,12.0,6.0,88.0,21.2,0.0,0.0,0.0,5.0,-24.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,9.0,49.3,0.0,0.0,0.0,16.0,23.3,0.0,0.0,-42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,207.5,0.0,0.0,0.4,51.2
8.0,2005.0,345.2,14.0,13.0,7.0,148.0,14.5,0.0,0.0,0.0,4.0,-10.2,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,6.0,11.0,4.0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,-61.1,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,-9.2,0.0,0.0,130.3,0.0,0.0,6.4,4.0
9.0,2005.0,407.5,18.0,9.0,12.0,171.0,20.8,0.0,0.0,0.0,7.0,-26.5,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,4.0,24.0,0.0,0.0,0.0,8.0,29.6,0.0,0.0,-37.6,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,0.0,-14.0,0.0,0.0,199.5,0.0,0.0,3.0,19.8
10.0,2005.0,356.4,22.0,20.0,17.0,172.0,24.8,0.0,2.0,1.0,3.0,-25.1,2.0,0.0,2.0,1.0,0.0,1.0,1.0,7.0,11.0,8.0,16.0,0.0,0.0,0.0,4.0,-11.6,0.0,0.0,-17.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,7.4,0.0,0.0,23.1,0.0,0.0,0.0,48.4
11.0,2005.0,251.5,25.0,13.0,16.0,145.0,18.5,0.0,1.0,0.0,9.0,-45.8,7.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,5.0,7.0,6.2,0.0,1.0,1.0,1.0,11.8,0.0,0.0,-35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.8,0.0,33.3,0.0,0.8,7.0,0.0,77.6,0.0,0.0,7.0,16.3
12.0,2005.0,308.8,6.0,7.0,3.0,117.0,11.2,0.0,0.0,0.0,7.0,19.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,4.0,0.0,8.0,0.0,0.0,0.0,2.0,9.9,0.0,0.0,-28.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.4,14.0,3.8,0.0,135.6,0.0,0.0,5.6,-1.0
1.0,2006.0,370.8,23.0,13.0,16.0,158.0,8.8,0.0,0.0,0.0,3.0,-15.3,5.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,5.0,11.0,33.2,0.0,0.0,0.0,8.0,-0.1,0.0,1.9,-8.6,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9,2.8,31.4,23.0,0.0,201.0,0.0,0.0,23.0,23.6
2.0,2006.0,299.2,12.0,7.0,16.0,157.0,10.8,0.0,1.0,0.0,4.0,-8.6,2.0,0.0,0.0,3.0,1.0,2.0,3.0,8.0,5.0,15.0,11.7,0.0,0.0,5.0,6.0,13.9,0.0,0.0,-27.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.4,0.0,-7.6,13.4,0.0,144.1,0.0,0.0,0.0,19.0
3.0,2006.0,539.7,62.0,43.0,88.0,443.0,1.1,2.0,0.0,1.0,11.0,-93.1,9.0,1.0,4.0,3.0,9.0,1.0,22.0,16.0,8.0,30.0,81.5,1.0,1.0,2.0,26.0,18.2,0.0,4.0,-74.5,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.8,5.0,52.0,28.1,0.0,355.8,0.0,0.0,22.8,61.3
4.0,2006.0,464.7,53.0,47.0,84.0,344.0,-10.8,2.0,1.0,2.0,8.0,-79.0,9.0,1.0,8.0,13.0,3.0,7.0,9.0,18.0,10.0,27.0,10.7,1.0,1.0,2.0,5.0,5.8,0.0,0.0,-30.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4,0.0,12.1,14.9,0.0,203.4,0.0,0.0,11.7,17.1
5.0,2006.0,438.0,59.0,38.0,68.0,344.0,21.9,0.0,0.0,1.0,8.0,-45.2,6.0,1.0,3.0,8.0,5.0,3.0,19.0,26.0,21.0,22.0,23.0,0.0,0.0,0.0,4.0,29.7,0.0,0.0,-125.7,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,-32.4,7.8,0.0,275.3,0.0,0.0,13.0,38.5
6.0,2006.0,689.6,40.0,40.0,48.0,369.0,5.1,0.0,0.0,3.0,7.0,-105.0,14.0,0.0,1.0,12.0,4.0,2.0,19.0,21.0,16.0,17.0,30.7,1.0,0.0,3.0,14.0,21.7,0.0,0.0,-74.3,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.6,0.0,29.1,23.7,0.0,189.1,0.0,0.0,26.8,37.5
7.0,2006.0,462.3,87.0,58.0,119.0,493.0,17.5,3.0,1.0,7.0,19.0,-97.0,11.0,0.0,6.0,6.0,1.0,7.0,37.0,47.0,21.0,70.0,9.4,0.0,0.0,1.0,8.0,72.5,0.0,-2.0,-116.6,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.3,0.0,71.9,8.8,0.0,79.5,0.0,0.0,10.6,-1.8
8.0,2006.0,502.8,113.0,73.0,100.0,533.0,25.8,3.0,4.0,0.0,8.0,-15.8,7.0,3.0,4.0,6.0,1.0,0.0,51.0,37.0,28.0,51.0,-11.2,4.0,1.0,10.0,11.0,24.2,0.0,0.0,-48.1,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.7,0.0,22.6,3.4,0.0,321.4,0.0,0.0,6.3,3.0
9.0,2006.0,979.9,73.0,58.0,95.0,545.0,55.1,0.0,1.0,0.0,14.0,-83.7,11.0,1.0,5.0,10.0,0.0,5.0,56.0,54.0,18.0,26.0,1.4,4.0,1.0,2.0,9.0,48.4,0.0,0.0,-102.6,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.2,0.0,-1.7,4.0,0.0,474.2,0.0,0.0,0.4,27.0
10.0,2006.0,546.1,34.0,32.0,38.0,265.0,22.1,0.0,0.0,0.0,8.0,-25.5,4.0,2.0,1.0,1.0,0.0,2.0,27.0,20.0,7.0,27.0,9.5,0.0,0.0,1.0,4.0,12.1,0.0,1.0,-40.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.7,1.0,45.3,-2.0,1.0,136.4,0.0,0.0,0.0,11.5
11.0,2006.0,1138.3,81.0,77.0,100.0,612.0,36.5,1.0,1.0,1.0,15.0,4.2,5.0,4.0,0.0,4.0,2.0,3.0,53.0,72.0,13.0,29.0,55.0,1.0,0.0,1.0,23.0,35.0,0.0,0.0,-3.8,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.4,5.2,36.1,23.9,0.0,449.6,0.0,0.0,22.3,39.5
12.0,2006.0,603.2,79.0,73.0,89.0,455.0,42.8,0.0,7.0,7.0,9.0,44.8,3.0,2.0,2.0,13.0,2.0,8.0,57.0,50.0,17.0,27.0,41.9,1.0,0.0,2.0,21.0,47.4,0.0,0.0,18.3,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.2,0.0,15.1,20.2,0.0,283.7,1.0,0.0,6.2,33.8
1.0,2007.0,794.1,82.0,62.0,89.0,572.0,87.8,0.0,4.0,1.0,24.0,-80.1,14.0,0.0,2.0,13.0,1.0,6.0,46.0,57.0,11.0,27.0,18.3,1.0,1.0,0.0,7.0,47.2,0.0,8.0,-110.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,11.0,100.4,38.7,2.8,474.6,0.0,0.0,30.2,26.2
2.0,2007.0,1292.7,51.0,81.0,131.0,623.0,76.8,0.0,3.0,5.0,31.0,-4.8,3.0,2.0,2.0,3.0,1.0,8.0,49.0,55.0,26.0,24.0,23.8,0.0,1.0,2.0,5.0,75.3,0.0,-2.0,-36.5,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,333.8,2.0,36.0,41.3,0.0,470.5,0.0,0.4,44.6,27.3
3.0,2007.0,908.1,86.0,104.0,174.0,635.0,147.6,0.0,5.0,0.0,44.0,-43.4,6.0,1.0,2.0,7.0,0.0,5.0,58.0,81.0,37.0,33.0,28.7,1.0,0.0,2.0,16.0,102.5,0.0,0.0,-21.9,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.3,0.0,34.9,49.0,0.0,411.0,0.0,0.0,24.9,27.1
4.0,2007.0,1216.5,159.0,192.0,231.0,967.0,124.0,2.0,3.0,1.0,50.0,-59.8,9.0,1.0,1.0,7.0,6.0,7.0,92.0,81.0,35.0,40.0,34.3,2.0,0.0,5.0,25.0,109.7,0.0,8.0,-90.3,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.8,8.0,115.4,34.8,0.0,626.8,0.0,0.0,52.9,83.1
5.0,2007.0,1421.4,150.0,157.0,195.0,924.0,45.4,2.0,4.0,1.0,20.0,-70.6,9.0,1.0,4.0,10.0,1.0,9.0,87.0,71.0,39.0,41.0,-2.9,5.0,1.0,5.0,24.0,76.6,0.0,0.0,-74.7,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.5,-0.4,0.0,551.1,0.0,38.2,25.9,-4.4,322.5,0.0,0.0,33.4,17.9
6.0,2007.0,1680.4,117.0,145.0,205.0,960.0,143.2,1.0,3.0,0.0,36.0,-28.7,5.0,0.0,1.0,4.0,9.0,12.0,72.0,90.0,32.0,43.0,100.5,5.0,2.0,2.0,39.0,104.6,0.0,0.0,-62.9,2.0,5.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.6,0.0,90.2,18.9,1.4,470.0,0.0,0.0,56.1,111.3
7.0,2007.0,1214.9,160.0,184.0,212.0,922.0,75.4,1.0,5.0,5.0,18.0,-50.2,7.0,2.0,3.0,3.0,6.0,6.0,83.0,64.0,39.0,51.0,73.7,3.0,2.0,2.0,34.0,73.7,0.0,0.0,-79.1,1.0,1.0,7.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.1,0.0,110.5,50.5,0.0,330.6,0.0,3.4,47.1,56.3
8.0,2007.0,1172.8,113.0,147.0,175.0,729.0,50.4,1.0,6.0,3.0,17.0,-47.2,7.0,3.0,3.0,5.0,9.0,14.0,57.0,54.0,21.0,41.0,20.0,2.0,2.0,8.0,21.0,76.6,0.0,0.0,-65.9,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.6,0.0,-19.0,20.0,0.0,131.9,0.0,0.0,20.8,61.0
9.0,2007.0,878.6,133.0,133.0,208.0,800.0,145.2,1.0,7.0,4.0,39.0,-35.1,7.0,3.0,3.0,5.0,2.0,12.0,90.0,82.0,44.0,43.0,72.1,2.0,6.0,4.0,21.0,126.8,0.0,0.0,-43.8,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.8,-2.0,107.0,29.7,0.0,402.5,-9.0,0.0,19.8,84.1
10.0,2007.0,1980.2,159.0,171.0,235.0,1190.0,305.6,2.0,8.0,2.0,84.0,-70.4,9.0,3.0,3.0,9.0,4.0,13.0,75.0,88.0,40.0,37.0,92.9,3.0,5.0,2.0,39.0,220.8,0.0,0.0,-73.1,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,879.6,7.0,117.6,46.4,1.0,865.4,0.0,0.0,44.8,89.0
11.0,2007.0,1247.4,179.0,160.0,284.0,1103.0,194.5,0.0,6.0,8.0,64.0,-114.8,14.0,1.0,2.0,9.0,1.0,16.0,63.0,101.0,31.0,43.0,90.0,3.0,9.0,7.0,26.0,170.8,0.0,22.7,-61.1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.8,20.9,56.7,17.6,0.0,458.7,0.0,0.0,21.7,110.6
12.0,2007.0,961.2,161.0,159.0,260.0,891.0,81.9,5.0,6.0,1.0,28.0,-52.7,10.0,3.0,7.0,19.0,3.0,4.0,101.0,92.0,38.0,33.0,68.0,4.0,7.0,2.0,22.0,121.9,0.0,5.0,-86.8,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,599.4,7.0,114.7,2.4,0.0,295.8,0.0,0.0,-2.8,34.6
1.0,2008.0,1684.3,191.0,175.0,271.0,1203.0,94.7,9.0,9.0,5.0,43.0,-59.9,8.0,0.0,4.0,6.0,4.0,16.0,94.0,80.0,47.0,41.0,38.0,1.0,1.0,3.0,20.0,153.3,0.0,4.0,-36.5,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.5,0.0,0.0,731.9,4.0,80.7,17.7,0.0,550.9,0.0,0.0,26.8,58.4
2.0,2008.0,1642.5,202.0,202.0,328.0,1257.0,-22.5,21.0,15.0,11.0,36.0,-114.8,16.0,3.0,4.0,10.0,1.0,20.0,111.0,107.0,53.0,58.0,166.0,1.0,4.0,8.0,47.0,78.3,0.0,0.0,-68.1,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.6,3.0,100.0,24.7,3.4,503.5,0.0,0.0,29.1,106.3
3.0,2008.0,1749.0,134.0,193.0,247.0,1011.0,81.4,1.0,4.0,5.0,31.0,-53.6,7.0,0.0,1.0,9.0,3.0,22.0,115.0,83.0,46.0,40.0,107.6,3.0,1.0,4.0,45.0,100.2,0.0,0.0,-18.8,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,530.8,0.0,261.7,14.5,0.0,474.4,0.0,2.8,6.5,99.3
4.0,2008.0,2152.1,136.0,182.0,232.0,1090.0,63.3,2.0,6.0,3.0,26.0,-62.6,10.0,1.0,5.0,10.0,2.0,10.0,72.0,69.0,58.0,48.0,74.0,1.0,5.0,2.0,21.0,75.2,0.0,1.0,-33.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,-4.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.9,3.0,68.8,137.2,7.0,916.2,0.0,0.0,149.0,45.9
5.0,2008.0,1429.5,184.0,174.0,283.0,1073.0,95.1,3.0,8.0,5.0,26.0,-39.8,8.0,4.0,1.0,11.0,8.0,16.0,87.0,81.0,54.0,64.0,46.9,3.0,8.0,9.0,18.0,86.4,0.0,0.0,-67.3,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,681.6,4.0,61.6,30.4,-4.0,649.3,0.0,0.0,19.0,25.9
6.0,2008.0,1542.4,187.0,167.0,242.0,1103.0,52.3,1.0,3.0,6.0,24.0,-43.9,4.0,0.0,3.0,6.0,6.0,17.0,102.0,107.0,28.0,26.0,36.0,2.0,2.0,2.0,24.0,64.0,0.0,0.0,-103.5,2.0,2.0,2.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,501.0,-17.1,29.3,53.1,7.0,592.4,0.0,0.0,67.2,43.4
7.0,2008.0,1354.8,186.0,170.0,278.0,1131.0,219.8,1.0,5.0,2.0,73.0,-41.7,7.0,2.0,6.0,10.0,6.0,20.0,84.0,90.0,33.0,61.0,116.5,0.0,3.0,4.0,37.0,120.4,0.0,1.0,-33.1,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.2,1.0,215.1,73.0,0.0,399.3,0.0,0.0,28.9,106.0
8.0,2008.0,1470.8,154.0,187.0,251.0,1001.0,134.6,1.0,8.0,4.0,38.0,-37.5,8.0,2.0,8.0,11.0,6.0,26.0,60.0,82.0,34.0,46.0,53.4,3.0,5.0,2.0,14.0,111.9,0.0,8.0,-31.9,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,431.8,8.0,135.9,1.4,7.0,562.4,0.0,0.0,11.6,31.5
9.0,2008.0,1594.3,105.0,135.0,159.0,797.0,82.8,1.0,3.0,3.0,32.0,-33.0,5.0,2.0,4.0,3.0,4.0,8.0,61.0,59.0,33.0,33.0,136.0,1.0,7.0,2.0,34.0,74.9,0.0,0.0,-6.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.8,0.0,42.6,34.5,0.0,677.4,0.0,0.0,19.4,121.0
10.0,2008.0,1757.4,166.0,174.0,262.0,1129.0,63.1,2.0,6.0,5.0,25.0,-83.7,8.0,1.0,5.0,6.0,5.0,16.0,73.0,77.0,23.0,36.0,207.8,0.0,4.0,4.0,44.0,47.0,0.0,3.8,-30.2,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,438.7,2.9,134.9,25.8,3.0,712.2,0.0,0.0,24.0,232.1
11.0,2008.0,1406.9,246.0,247.0,373.0,1401.0,98.5,3.0,6.0,0.0,24.0,-125.3,12.0,0.0,5.0,9.0,6.0,7.0,113.0,104.0,68.0,99.0,9.8,15.0,5.0,11.0,47.0,26.8,0.0,-2.0,-102.9,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5,0.0,0.0,393.0,0.0,-10.3,27.0,3.4,471.2,0.0,0.0,56.7,92.2
12.0,2008.0,1122.9,311.0,284.0,482.0,1566.0,33.6,11.0,11.0,4.0,25.0,-103.9,15.0,7.0,24.0,16.0,5.0,12.0,97.0,111.0,110.0,246.0,96.9,10.0,8.0,8.0,63.0,69.1,0.0,0.0,-220.6,1.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.6,0.0,77.4,10.5,11.4,-486.3,0.0,0.0,53.0,-1.1
